"","X10619_tumor.printed_rna"
"IGHV3-73",0
"IGHV3-74",0
"IGHV3-75",0
"IGHV3-76",0
"IGHV3-79",2
"IGHV3OR15-7",0
"IGHV3OR16-10",0
"IGHV3OR16-11",0
"IGHV3OR16-12",0
"IGHV3OR16-13",0
"IGHV3OR16-15",0
"IGHV3OR16-16",0
"IGHV3OR16-6",0
"IGHV3OR16-7",0
"IGHV3OR16-8",0
"IGHV3OR16-9",0
"IGHV4-28",0
"IGHV4-31",0
"IGHV4-34",0
"IGHV4-39",0
"IGHV4-4",0
"IGHV4-55",0
"IGHV4-59",0
"IGHV4-61",0
"IGHV4-80",4
"IGHV4OR15-8",0
"IGHV5-10-1",0
"IGHV5-51",0
"IGHV5-78",0
"IGHV6-1",0
"IGHV7-27",0
"IGHV7-34-1",0
"IGHV7-4-1",0
"IGHV7-40",0
"IGHV7-56",0
"IGHV7-81",0
"IGHVII-1-1",0
"IGHVII-15-1",0
"IGHVII-22-1",0
"IGHVII-26-2",0
"IGHVII-28-1",0
"IGHVII-30-1",0
"IGHVII-30-21",0
"IGHVII-33-1",0
"IGHVII-40-1",0
"IGHVII-43-1",0
"IGHVII-44-2",1
"IGHVII-46-1",0
"IGHVII-49-1",0
"IGHVII-51-2",0
"IGHVII-53-1",0
"IGHVII-60-1",0
"IGHVII-62-1",0
"IGHVII-65-1",0
"IGHVII-67-1",0
"IGHVII-74-1",0
"IGHVII-78-1",4
"IGHVIII-11-1",0
"IGHVIII-13-1",0
"IGHVIII-16-1",0
"IGHVIII-2-1",0
"IGHVIII-22-2",0
"IGHVIII-25-1",0
"IGHVIII-26-1",0
"IGHVIII-38-1",0
"IGHVIII-44",0
"IGHVIII-47-1",0
"IGHVIII-5-1",0
"IGHVIII-5-2",0
"IGHVIII-51-1",0
"IGHVIII-67-2",0
"IGHVIII-67-3",0
"IGHVIII-67-4",0
"IGHVIII-76-1",0
"IGHVIII-82",0
"IGHVIV-44-1",0
"IGIP",0
"IGJP1",0
"IGKC",0
"IGKJ1",0
"IGKJ2",0
"IGKJ3",0
"IGKJ4",0
"IGKJ5",0
"IGKV1-12",0
"IGKV1-13",0
"IGKV1-16",0
"IGKV1-17",0
"IGKV1-22",0
"IGKV1-27",0
"IGKV1-32",0
"IGKV1-33",0
"IGKV1-35",0
"IGKV1-37",0
"IGKV1-39",0
"IGKV1-5",0
"IGKV1-6",0
"IGKV1-8",0
"IGKV1-9",0
"IGKV1D-12",0
"IGKV1D-13",0
"IGKV1D-16",0
"IGKV1D-17",0
"IGKV1D-22",0
"IGKV1D-27",0
"IGKV1D-32",0
"IGKV1D-33",0
"IGKV1D-35",0
"IGKV1D-37",0
"IGKV1D-39",0
"IGKV1D-42",0
"IGKV1D-43",0
"IGKV1D-8",0
"IGKV1OR-2",0
"IGKV1OR-3",2
"IGKV1OR1-1",0
"IGKV1OR10-1",0
"IGKV1OR2-1",0
"IGKV1OR2-108",0
"IGKV1OR2-11",0
"IGKV1OR2-118",0
"IGKV1OR2-2",0
"IGKV1OR2-3",0
"IGKV1OR2-6",0
"IGKV1OR2-9",0
"IGKV1OR22-1",0
"IGKV1OR22-5",0
"IGKV1OR9-1",1
"IGKV1OR9-2",0
"IGKV2-10",0
"IGKV2-14",0
"IGKV2-18",0
"IGKV2-19",0
"IGKV2-23",0
"IGKV2-24",0
"IGKV2-26",0
"IGKV2-28",0
"IGKV2-29",0
"IGKV2-30",0
"IGKV2-36",0
"IGKV2-38",0
"IGKV2-4",0
"IGKV2-40",0
"IGKV2D-10",0
"IGKV2D-14",0
"IGKV2D-18",0
"IGKV2D-19",0
"IGKV2D-23",0
"IGKV2D-24",0
"IGKV2D-26",0
"IGKV2D-28",0
"IGKV2D-29",0
"IGKV2D-30",0
"IGKV2D-36",0
"IGKV2D-38",0
"IGKV2D-40",0
"IGKV2OR2-1",0
"IGKV2OR2-10",0
"IGKV2OR2-2",0
"IGKV2OR2-7",0
"IGKV2OR2-7D",0
"IGKV2OR2-8",0
"IGKV2OR22-3",0
"IGKV2OR22-4",0
"IGKV3-11",0
"IGKV3-15",0
"IGKV3-20",0
"IGKV3-25",0
"IGKV3-31",0
"IGKV3-34",0
"IGKV3-7",0
"IGKV3D-11",0
"IGKV3D-15",0
"IGKV3D-20",0
"IGKV3D-25",0
"IGKV3D-31",0
"IGKV3D-34",0
"IGKV3D-7",0
"IGKV3OR2-268",0
"IGKV3OR2-5",0
"IGKV3OR22-2",0
"IGKV4-1",0
"IGKV5-2",0
"IGKV6-21",0
"IGKV6D-21",0
"IGKV6D-41",0
"IGKV7-3",0
"IGLC1",0
"IGLC2",0
"IGLC3",0
"IGLC4",0
"IGLC5",0
"IGLC6",0
"IGLC7",0
"IGLCOR22-1",0
"IGLCOR22-2",0
"IGLJ1",0
"IGLJ2",0
"IGLJ3",0
"IGLJ4",0
"IGLJ5",0
"IGLJ6",0
"IGLJ7",0
"IGLJCOR18",0
"IGLL1",0
"IGLL3P",0
"IGLL4P",0
"IGLL5",0
"IGLON5",7
"IGLV1-36",0
"IGLV1-40",0
"IGLV1-41",0
"IGLV1-44",0
"IGLV1-47",0
"IGLV1-50",0
"IGLV1-51",0
"IGLV1-62",0
"IGLV10-54",0
"IGLV10-67",0
"IGLV11-55",0
"IGLV2-11",0
"IGLV2-14",0
"IGLV2-18",0
"IGLV2-23",0
"IGLV2-28",1
"IGLV2-33",0
"IGLV2-34",0
"IGLV2-5",0
"IGLV2-8",0
"IGLV3-1",0
"IGLV3-10",0
"IGLV3-12",0
"IGLV3-13",0
"IGLV3-15",0
"IGLV3-16",0
"IGLV3-17",0
"IGLV3-19",0
"IGLV3-2",0
"IGLV3-21",0
"IGLV3-22",0
"IGLV3-24",0
"IGLV3-25",0
"IGLV3-26",2
"IGLV3-27",1
"IGLV3-29",0
"IGLV3-30",0
"IGLV3-31",0
"IGLV3-32",0
"IGLV3-4",0
"IGLV3-6",0
"IGLV3-7",0
"IGLV3-9",0
"IGLV4-3",0
"IGLV4-60",0
"IGLV4-69",0
"IGLV5-37",0
"IGLV5-45",0
"IGLV5-48",0
"IGLV5-52",0
"IGLV6-57",0
"IGLV7-35",0
"IGLV7-43",0
"IGLV7-46",0
"IGLV8-61",0
"IGLV8OR8-1",0
"IGLV9-49",0
"IGLVI-20",0
"IGLVI-38",0
"IGLVI-42",0
"IGLVI-56",0
"IGLVI-63",0
"IGLVI-68",0
"IGLVI-70",0
"IGLVIV-53",0
"IGLVIV-59",0
"IGLVIV-64",0
"IGLVIV-65",0
"IGLVIV-66-1",0
"IGLVIVOR22-1",0
"IGLVIVOR22-2",0
"IGLVV-58",0
"IGLVV-66",0
"IGLVVI-22-1",0
"IGLVVI-25-1",0
"IGLVVII-41-1",0
"IGSF1",0
"IGSF10",0
"IGSF11",0
"IGSF11-AS1",1
"IGSF21",0
"IGSF21-AS1",1
"IGSF22",111
"IGSF23",17
"IGSF3",0
"IGSF5",0
"IGSF6",0
"IGSF8",1
"IGSF9",7
"IGSF9B",0
"IHH",0
"IK",465
"IKBIP",0
"IKBKB",4
"IKBKE",0
"IKBKG",27
"IKBKGP1",0
"IKZF1",0
"IKZF2",6
"IKZF3",0
"IKZF4",3
"IKZF5",7
"IL10",0
"IL10RA",0
"IL10RB",0
"IL10RB-DT",516
"IL11",0
"IL11RA",2
"IL12A",0
"IL12A-AS1",1
"IL12B",0
"IL12RB1",3
"IL12RB2",12
"IL13",0
"IL13RA1",6
"IL13RA2",0
"IL15",0
"IL15RA",38
"IL16",97
"IL17A",0
"IL17B",0
"IL17C",120
"IL17D",9
"IL17F",0
"IL17RA",5
"IL17RB",49
"IL17RC",133
"IL17RD",0
"IL17RE",14
"IL17REL",1
"IL18",10
"IL18BP",1819
"IL18R1",0
"IL18RAP",0
"IL19",0
"IL1A",5
"IL1B",7
"IL1F10",0
"IL1R1",0
"IL1R1-AS1",50
"IL1R2",0
"IL1RAP",0
"IL1RAPL1",0
"IL1RAPL2",0
"IL1RL1",0
"IL1RL2",0
"IL1RN",1
"IL2",0
"IL20",0
"IL20RA",0
"IL20RB",0
"IL20RB-AS1",1
"IL21",0
"IL21-AS1",0
"IL21R",0
"IL21R-AS1",0
"IL22",0
"IL22RA1",0
"IL22RA2",0
"IL23A",1032
"IL23R",0
"IL24",5
"IL25",0
"IL26",0
"IL27",0
"IL27RA",451
"IL2RA",0
"IL2RB",0
"IL2RG",0
"IL3",18
"IL31",0
"IL31RA",1
"IL32",22
"IL33",0
"IL34",0
"IL36A",0
"IL36B",0
"IL36G",0
"IL36RN",0
"IL37",0
"IL3RA",0
"IL4",0
"IL4I1",2549
"IL4R",3
"IL5",6
"IL5RA",0
"IL6",0
"IL6R",42
"IL6R-AS1",62
"IL6RP1",0
"IL6ST",32
"IL6STP1",0
"IL7",66
"IL7R",0
"IL9",0
"IL9R",0
"IL9RP2",0
"IL9RP3",0
"IL9RP4",0
"ILDR1",0
"ILDR2",4
"ILF2",242
"ILF2P1",17
"ILF2P2",0
"ILF3",13
"ILF3-DT",0
"ILK",3522
"ILKAP",7
"ILVBL",8
"IMMP1L",160
"IMMP1LP1",223
"IMMP1LP2",0
"IMMP1LP3",0
"IMMP2L",5
"IMMT",31
"IMMTP1",0
"IMP3",341
"IMP3P1",0
"IMP3P2",0
"IMP4",1
"IMPA1",0
"IMPA1P1",0
"IMPA2",4
"IMPACT",0
"IMPAD1",6
"IMPDH1",0
"IMPDH1P10",331
"IMPDH1P11",0
"IMPDH1P3",0
"IMPDH1P4",0
"IMPDH1P5",0
"IMPDH1P6",25
"IMPDH1P8",0
"IMPDH2",127
"IMPG1",12
"IMPG2",0
"INA",0
"INAFM1",2
"INAFM2",6
"INAVA",7
"INCA1",17
"INCENP",12
"INE1",3
"INE2",14
"INF2",58
"ING1",5
"ING2",2
"ING3",0
"ING4",0
"ING5",7
"INGX",1
"INHA",3
"INHBA",4
"INHBA-AS1",19
"INHBB",24
"INHBC",18
"INHBE",12
"INIP",8
"INKA1",723
"INKA2",6
"INKA2-AS1",1
"INMT",0
"INMT-MINDY4",0
"INO80",2
"INO80-AS1",77
"INO80B",0
"INO80B-WBP1",0
"INO80C",0
"INO80D",0
"INO80E",185
"INPP1",23
"INPP4A",14
"INPP4B",0
"INPP5A",4
"INPP5B",0
"INPP5D",0
"INPP5E",487
"INPP5F",214
"INPP5J",0
"INPP5K",8
"INPPL1",0
"INS",0
"INS-IGF2",0
"INSC",0
"INSIG1",64
"INSIG2",0
"INSL3",219
"INSL4",0
"INSL5",0
"INSL6",7
"INSM1",0
"INSM2",143
"INSR",27
"INSRR",1
"INSYN1",1
"INSYN1-AS1",5
"INSYN2",78
"INSYN2B",8
"INTS1",25
"INTS10",0
"INTS11",116
"INTS12",26
"INTS13",0
"INTS14",3509
"INTS2",0
"INTS3",0
"INTS4",10
"INTS4P1",4
"INTS4P2",20
"INTS5",6
"INTS6",41
"INTS6-AS1",105
"INTS6L",0
"INTS6L-AS1",0
"INTS6P1",0
"INTS7",7
"INTS8",25
"INTS9",1
"INTS9-AS1",8
"INTU",0
"INVS",23
"IP6K1",0
"IP6K2",7
"IP6K3",0
"IPCEF1",0
"IPMK",0
"IPMKP1",0
"IPO11",0
"IPO13",5
"IPO4",0
"IPO5",4
"IPO5P1",0
"IPO7",0
"IPO7P1",0
"IPO7P2",0
"IPO8",0
"IPO8P1",0
"IPO9",3
"IPO9-AS1",170
"IPP",9
"IPPK",36
"IPPKP1",0
"IQANK1",0
"IQCA1",2
"IQCA1-AS1",1
"IQCA1L",0
"IQCB1",0
"IQCB2P",0
"IQCC",33
"IQCD",1
"IQCE",1
"IQCF1",0
"IQCF2",0
"IQCF3",0
"IQCF4",0
"IQCF5",0
"IQCF5-AS1",0
"IQCF6",0
"IQCG",250
"IQCH",24
"IQCH-AS1",74
"IQCJ",0
"IQCJ-SCHIP1",0
"IQCJ-SCHIP1-AS1",31
"IQCK",147
"IQCM",0
"IQCN",0
"IQGAP1",0
"IQGAP2",34
"IQGAP3",4
"IQSEC1",36
"IQSEC2",0
"IQSEC3",1
"IQSEC3P1",0
"IQUB",1
"IRAIN",0
"IRAK1",22
"IRAK1BP1",213
"IRAK2",0
"IRAK3",0
"IRAK4",452
"IREB2",0
"IRF1",109
"IRF2",1
"IRF2BP1",16
"IRF2BP2",23
"IRF2BPL",80
"IRF3",490
"IRF4",0
"IRF5",500
"IRF5P1",0
"IRF6",7
"IRF7",190
"IRF8",3
"IRF9",0
"IRGC",0
"IRGM",0
"IRGQ",1
"IRS1",193
"IRS2",116
"IRS3P",246
"IRS4",0
"IRX1",0
"IRX1P1",0
"IRX2",0
"IRX3",0
"IRX4",0
"IRX5",0
"IRX6",0
"ISCA1",2
"ISCA1P1",0
"ISCA1P2",0
"ISCA1P3",0
"ISCA1P4",0
"ISCA1P6",0
"ISCA2",0
"ISCA2P1",0
"ISCU",5
"ISCUP1",0
"ISG15",4
"ISG20",0
"ISG20L2",150
"ISL1",0
"ISL2",0
"ISLR",2
"ISLR2",0
"ISM1",1
"ISM1-AS1",14
"ISM2",303
"ISOC1",73
"ISOC2",1
"ISPD",5
"ISPD-AS1",6
"IST1",14
"ISX",4
"ISX-AS1",0
"ISY1",0
"ISY1-RAB43",0
"ISYNA1",576
"ITCH",0
"ITCH-AS1",629
"ITCH-IT1",0
"ITFG1",27
"ITFG1-AS1",296
"ITFG2",52
"ITFG2-AS1",1
"ITGA1",8
"ITGA10",0
"ITGA11",309
"ITGA2",758
"ITGA2B",0
"ITGA3",0
"ITGA4",0
"ITGA5",10
"ITGA6",23
"ITGA6-AS1",203
"ITGA7",3955
"ITGA8",0
"ITGA9",41
"ITGA9-AS1",45
"ITGAD",3
"ITGAE",4
"ITGAL",1235
"ITGAM",1
"ITGAV",14
"ITGAX",0
"ITGB1",62
"ITGB1-DT",1
"ITGB1BP1",112
"ITGB1BP2",0
"ITGB2",1
"ITGB2-AS1",1
"ITGB3",2
"ITGB3BP",785
"ITGB4",4061
"ITGB5",12
"ITGB5-AS1",19
"ITGB6",0
"ITGB7",396
"ITGB8",0
"ITGBL1",48
"ITIH1",142
"ITIH2",75
"ITIH3",4082
"ITIH4",13003
"ITIH4-AS1",74084
"ITIH5",1
"ITIH6",1
"ITK",0
"ITLN1",0
"ITLN2",0
"ITM2A",1
"ITM2B",9
"ITM2BP1",3
"ITM2C",0
"ITPA",12
"ITPK1",0
"ITPK1-AS1",0
"ITPKA",3
"ITPKB",0
"ITPKB-AS1",0
"ITPKB-IT1",0
"ITPKC",174
"ITPR1",23
"ITPR1-DT",1
"ITPR2",31
"ITPR3",90
"ITPRID1",2
"ITPRID2",29
"ITPRIP",6
"ITPRIPL1",1
"ITPRIPL2",5
"ITSN1",922
"ITSN2",8
"IVD",2
"IVL",0
"IVNS1ABP",1
"IWS1",14
"IYD",3
"IZUMO1",4
"IZUMO1R",0
"IZUMO2",0
"IZUMO3",0
"IZUMO4",1519
"JADE1",14
"JADE2",10
"JADE3",10
"JADRR",0
"JAG1",28
"JAG2",3
"JAGN1",0
"JAK1",27
"JAK2",0
"JAK3",0
"JAKMIP1",0
"JAKMIP2",2
"JAKMIP2-AS1",13
"JAKMIP3",0
"JAM2",4
"JAM3",78
"JAML",0
"JARID2",68
"JARID2-AS1",18
"JAZF1",956
"JAZF1-AS1",48
"JCAD",0
"JCHAIN",0
"JDP2",17
"JHY",0
"JKAMP",0
"JKAMPP1",0
"JMJD1C",3
"JMJD1C-AS1",49
"JMJD4",783
"JMJD6",0
"JMJD7",0
"JMJD7-PLA2G4B",1
"JMJD8",1638
"JMY",28
"JOSD1",347
"JOSD2",17
"JPH1",0
"JPH2",0
"JPH3",7
"JPH4",1
"JPT1",0
"JPT2",3
"JPX",136
"JRK",3
"JRKL",2
"JRKL-AS1",0
"JSRP1",2630
"JTB",4
"JTBP1",5
"JUN",22
"JUNB",12
"JUND",37
"JUP",8
"KAAG1",1
"KALRN",23
"KANK1",4
"KANK1P1",0
"KANK2",18
"KANK3",1639
"KANK4",0
"KANSL1",4
"KANSL1-AS1",0
"KANSL1L",403
"KANSL2",0
"KANSL3",0
"KANTR",0
"KARS",207
"KARSP1",32
"KARSP2",23
"KARSP3",0
"KAT14",0
"KAT2A",7
"KAT2B",5
"KAT5",513
"KAT6A",0
"KAT6B",0
"KAT7",2
"KAT8",22
"KATNA1",20
"KATNAL1",1
"KATNAL2",44
"KATNB1",254
"KATNBL1",0
"KATNBL1P1",0
"KATNBL1P2",0
"KATNBL1P3",0
"KATNBL1P4",0
"KATNBL1P5",1
"KATNBL1P6",0
"KAZALD1",1
"KAZN",3
"KAZN-AS1",0
"KBTBD11",0
"KBTBD11-OT1",0
"KBTBD12",0
"KBTBD13",1
"KBTBD2",14
"KBTBD3",77
"KBTBD4",94
"KBTBD6",2
"KBTBD7",4
"KBTBD8",0
"KC6",1
"KC877373.1",0
"KC877392.1",0
"KC877982.1",0
"KCCAT198",0
"KCCAT333",0
"KCMF1",0
"KCNA1",0
"KCNA10",2
"KCNA2",9
"KCNA3",1
"KCNA4",0
"KCNA5",0
"KCNA6",0
"KCNA7",1
"KCNAB1",2967
"KCNAB1-AS1",0
"KCNAB1-AS2",0
"KCNAB2",20
"KCNAB3",4
"KCNB1",102
"KCNB2",0
"KCNC1",25
"KCNC2",2
"KCNC3",8
"KCNC4",0
"KCND1",0
"KCND2",0
"KCND3",98
"KCND3-AS1",0
"KCND3-IT1",0
"KCNE1",0
"KCNE1B",0
"KCNE2",0
"KCNE3",0
"KCNE4",0
"KCNE5",0
"KCNF1",0
"KCNG1",0
"KCNG2",5738
"KCNG3",0
"KCNG4",0
"KCNH1",37
"KCNH1-IT1",0
"KCNH2",1
"KCNH3",409
"KCNH4",0
"KCNH5",0
"KCNH6",0
"KCNH7",0
"KCNH8",0
"KCNIP1",0
"KCNIP2",11
"KCNIP2-AS1",23
"KCNIP3",4
"KCNIP4",34
"KCNIP4-IT1",0
"KCNJ1",0
"KCNJ10",4
"KCNJ11",0
"KCNJ12",0
"KCNJ13",64
"KCNJ14",0
"KCNJ15",0
"KCNJ16",0
"KCNJ18",0
"KCNJ2",1
"KCNJ2-AS1",2
"KCNJ3",2
"KCNJ4",544
"KCNJ5",0
"KCNJ6",0
"KCNJ6-AS1",0
"KCNJ8",1
"KCNJ9",3662
"KCNK1",0
"KCNK10",5
"KCNK12",9
"KCNK13",0
"KCNK15",0
"KCNK15-AS1",0
"KCNK16",0
"KCNK17",0
"KCNK18",0
"KCNK2",0
"KCNK3",0
"KCNK4",0
"KCNK4-TEX40",0
"KCNK5",0
"KCNK6",0
"KCNK7",354
"KCNK9",0
"KCNMA1",0
"KCNMA1-AS1",12
"KCNMA1-AS2",1
"KCNMA1-AS3",5
"KCNMB1",0
"KCNMB2",0
"KCNMB2-AS1",0
"KCNMB3",299
"KCNMB3P1",0
"KCNMB4",0
"KCNN1",0
"KCNN2",0
"KCNN3",0
"KCNN4",0
"KCNQ1",12
"KCNQ1-AS1",0
"KCNQ1DN",0
"KCNQ1OT1",121
"KCNQ2",0
"KCNQ3",0
"KCNQ4",0
"KCNQ5",0
"KCNQ5-AS1",0
"KCNQ5-IT1",0
"KCNRG",17
"KCNS1",0
"KCNS2",13
"KCNS3",4
"KCNT1",6
"KCNT2",0
"KCNU1",0
"KCNV1",0
"KCNV2",11
"KCP",185
"KCTD1",0
"KCTD10",1
"KCTD10P1",0
"KCTD11",7
"KCTD12",3
"KCTD13",11
"KCTD14",0
"KCTD15",0
"KCTD16",0
"KCTD17",3751
"KCTD18",4
"KCTD19",0
"KCTD2",772
"KCTD20",158
"KCTD21",71
"KCTD21-AS1",320
"KCTD3",10
"KCTD4",2
"KCTD5",2
"KCTD6",284
"KCTD7",2
"KCTD8",0
"KCTD9",4
"KCTD9P1",0
"KCTD9P2",0
"KCTD9P3",0
"KCTD9P4",0
"KCTD9P5",3
"KCTD9P6",0
"KDELC1",0
"KDELC1P1",0
"KDELC2",3
"KDELR1",2
"KDELR2",5
"KDELR3",5476
"KDF1",1362
"KDM1A",117
"KDM1B",749
"KDM2A",16
"KDM2B",57
"KDM3A",14
"KDM3B",1
"KDM4A",8
"KDM4A-AS1",482
"KDM4B",1
"KDM4C",11
"KDM4D",0
"KDM4E",1
"KDM4F",0
"KDM5A",0
"KDM5B",2
"KDM5C",3
"KDM5C-IT1",0
"KDM5D",4
"KDM5DP1",0
"KDM6A",0
"KDM6B",0
"KDM7A",4
"KDM7A-DT",0
"KDM8",484
"KDR",6
"KDSR",45
"KEAP1",3
"KEL",0
"KERA",0
"KF455155.1",5
"KF456110.1",0
"KF456478.1",305
"KF459542.1",0
"KF459542.2",0
"KHDC1",3
"KHDC1L",0
"KHDC1P1",0
"KHDC3L",0
"KHDC4",0
"KHDRBS1",2
"KHDRBS2",0
"KHDRBS2-OT",0
"KHDRBS3",0
"KHK",47
"KHNYN",866
"KHSRP",10
"KHSRPP1",0
"KIAA0040",3
"KIAA0087",0
"KIAA0100",26
"KIAA0232",0
"KIAA0319",0
"KIAA0319L",16
"KIAA0355",11
"KIAA0391",75
"KIAA0408",0
"KIAA0513",0
"KIAA0556",0
"KIAA0586",1
"KIAA0753",0
"KIAA0825",0
"KIAA0895",29
"KIAA0895L",162
"KIAA0895LP1",101
"KIAA0930",724
"KIAA1024",0
"KIAA1024L",0
"KIAA1109",0
"KIAA1143",0
"KIAA1147",0
"KIAA1191",146
"KIAA1210",0
"KIAA1211",0
"KIAA1211L",2
"KIAA1217",4
"KIAA1257",309
"KIAA1324",1
"KIAA1324L",0
"KIAA1328",2
"KIAA1522",582
"KIAA1549",0
"KIAA1549L",0
"KIAA1551",9
"KIAA1586",1
"KIAA1614",132
"KIAA1614-AS1",6
"KIAA1671",18
"KIAA1755",0
"KIAA1841",0
"KIAA1958",2
"KIAA2012",1120
"KIAA2013",21
"KIAA2026",0
"KIDINS220",3
"KIF11",1
"KIF12",3
"KIF13A",0
"KIF13B",175
"KIF14",0
"KIF15",0
"KIF16B",4
"KIF17",0
"KIF18A",0
"KIF18B",0
"KIF18BP1",0
"KIF19",0
"KIF1A",0
"KIF1B",8
"KIF1BP",0
"KIF1C",9
"KIF20A",363
"KIF20B",5
"KIF21A",3
"KIF21B",2
"KIF22",8
"KIF23",2
"KIF24",427
"KIF25",0
"KIF25-AS1",0
"KIF26A",0
"KIF26B",1
"KIF26B-AS1",0
"KIF27",2
"KIF28P",2754
"KIF2A",6
"KIF2B",0
"KIF2C",1
"KIF3A",0
"KIF3AP1",0
"KIF3B",6
"KIF3C",1
"KIF4A",1
"KIF4B",0
"KIF4CP",0
"KIF5A",0
"KIF5B",1
"KIF5C",0
"KIF6",0
"KIF7",0
"KIF9",59
"KIF9-AS1",7
"KIFAP3",0
"KIFC1",0
"KIFC2",4
"KIFC3",234
"KIN",10358
"KIR2DL1",0
"KIR2DL2",0
"KIR2DL3",0
"KIR2DL4",0
"KIR2DL5A",0
"KIR2DL5B",0
"KIR2DP1",0
"KIR2DS1",0
"KIR2DS2",0
"KIR2DS3",0
"KIR2DS4",0
"KIR2DS5",0
"KIR3DL1",0
"KIR3DL2",0
"KIR3DL3",0
"KIR3DP1",0
"KIR3DS1",0
"KIR3DX1",0
"KIRREL1",0
"KIRREL1-IT1",0
"KIRREL2",0
"KIRREL3",6
"KIRREL3-AS1",1
"KIRREL3-AS2",0
"KIRREL3-AS3",0
"KISS1",3
"KISS1R",0
"KIT",0
"KITLG",0
"KIZ",0
"KIZ-AS1",43
"KL",0
"KLB",2775
"KLC1",183
"KLC2",13
"KLC3",408
"KLC4",209
"KLF1",0
"KLF10",7
"KLF11",26
"KLF12",3
"KLF13",0
"KLF14",0
"KLF15",13
"KLF16",2
"KLF17",0
"KLF17P1",0
"KLF18",0
"KLF2",0
"KLF2P1",0
"KLF2P2",15
"KLF2P3",0
"KLF2P4",0
"KLF3",15
"KLF3-AS1",398
"KLF3P1",0
"KLF3P2",0
"KLF4",3
"KLF4P1",35
"KLF5",2
"KLF6",12
"KLF7",5
"KLF7-IT1",0
"KLF7P1",4
"KLF8",0
"KLF8P1",0
"KLF9",160
"KLHDC1",0
"KLHDC10",2
"KLHDC2",570
"KLHDC3",2
"KLHDC4",6
"KLHDC7A",0
"KLHDC7B",13
"KLHDC8A",2
"KLHDC8B",3
"KLHDC9",792
"KLHL1",0
"KLHL10",18
"KLHL11",0
"KLHL12",4
"KLHL13",0
"KLHL14",0
"KLHL15",0
"KLHL17",0
"KLHL18",0
"KLHL2",4
"KLHL20",13
"KLHL21",234
"KLHL22",6
"KLHL23",0
"KLHL24",5
"KLHL25",2
"KLHL26",0
"KLHL28",84
"KLHL29",56
"KLHL2P1",0
"KLHL3",0
"KLHL30",0
"KLHL30-AS1",0
"KLHL31",12
"KLHL32",4
"KLHL33",0
"KLHL34",0
"KLHL35",17
"KLHL36",2
"KLHL38",0
"KLHL4",0
"KLHL40",0
"KLHL41",0
"KLHL42",0
"KLHL5",2
"KLHL6",0
"KLHL6-AS1",4
"KLHL7",5
"KLHL7-DT",0
"KLHL8",7
"KLHL9",0
"KLK1",0
"KLK10",0
"KLK11",0
"KLK12",0
"KLK13",0
"KLK14",0
"KLK15",0
"KLK2",0
"KLK3",0
"KLK4",0
"KLK5",0
"KLK6",0
"KLK7",0
"KLK8",0
"KLK9",0
"KLKB1",18
"KLKP1",0
"KLLN",1
"KLRA1P",0
"KLRB1",3
"KLRC1",0
"KLRC2",0
"KLRC3",0
"KLRC4",0
"KLRC4-KLRK1",0
"KLRD1",0
"KLRF1",0
"KLRF2",0
"KLRG1",0
"KLRG2",0
"KLRK1",0
"KMO",874
"KMT2A",26
"KMT2B",32
"KMT2C",14
"KMT2D",19
"KMT2E",328
"KMT2E-AS1",91
"KMT5A",3
"KMT5B",4
"KMT5C",0
"KNCN",0
"KNDC1",0
"KNG1",52
"KNL1",0
"KNOP1",199
"KNOP1P1",0
"KNOP1P2",20
"KNOP1P3",0
"KNOP1P4",0
"KNOP1P5",0
"KNSTRN",0
"KNTC1",0
"KP420438.1",0
"KP420439.1",0
"KP420439.2",0
"KP420440.1",0
"KP420440.2",0
"KP420440.3",0
"KP420440.4",0
"KP420441.1",0
"KP420441.2",0
"KP420441.3",0
"KP420442.1",0
"KP420444.1",0
"KPNA1",60
"KPNA2",0
"KPNA2P1",0
"KPNA2P2",0
"KPNA2P3",0
"KPNA3",4
"KPNA4",17
"KPNA5",12
"KPNA6",1
"KPNA7",0
"KPNB1",8
"KPRP",0
"KPTN",9
"KRAS",96
"KRASP1",0
"KRBA1",4
"KRBA2",0
"KRBOX1",0
"KRBOX1-AS1",1
"KRBOX4",2
"KRCC1",0
"KREMEN1",0
"KREMEN2",8
"KRI1",208
"KRIT1",55
"KRR1",51
"KRR1P1",102
"KRT1",0
"KRT10",21
"KRT12",0
"KRT125P",0
"KRT126P",0
"KRT127P",0
"KRT128P",0
"KRT13",0
"KRT14",0
"KRT15",0
"KRT16",0
"KRT16P1",0
"KRT16P2",0
"KRT16P3",0
"KRT16P4",0
"KRT16P5",0
"KRT16P6",0
"KRT17",0
"KRT17P1",0
"KRT17P2",0
"KRT17P3",0
"KRT17P4",0
"KRT17P5",0
"KRT17P6",0
"KRT17P7",0
"KRT17P8",401
"KRT18",144
"KRT18P1",0
"KRT18P10",0
"KRT18P11",0
"KRT18P12",5
"KRT18P13",0
"KRT18P14",0
"KRT18P15",0
"KRT18P16",0
"KRT18P17",0
"KRT18P18",0
"KRT18P19",0
"KRT18P2",0
"KRT18P20",0
"KRT18P21",0
"KRT18P22",0
"KRT18P23",0
"KRT18P24",0
"KRT18P25",5
"KRT18P26",0
"KRT18P27",0
"KRT18P28",0
"KRT18P29",0
"KRT18P3",0
"KRT18P31",0
"KRT18P32",0
"KRT18P33",0
"KRT18P34",134
